"WHEAT-SRW - CHICAGO BOARD OF TRADE",180605,2018-06-05,001602,CBT ,00,001 ,  687020,  148991,  126646,  247348,  254468,  263957,  650806,  637952,   36214,   49069,  645468,  142624,  128481,  229534,  240346,  246129,  612504,  604144,   32964,   41324,   41553,   17554,    9352,    6628,   14121,   17828,   38302,   33807,    3250,    7745,   -9123,   -8595,   -3676,   -6912,    6806,    3635,   -8701,   -6953,    -422,   -2170,  100.0,   21.7,   18.4,   36.0,   37.0,   38.4,   94.7,   92.9,    5.3,    7.1,  100.0,   22.1,   19.9,   35.6,   37.2,   38.1,   94.9,   93.6,    5.1,    6.4,  100.0,   42.2,   22.5,   15.9,   34.0,   42.9,   92.2,   81.4,    7.8,   18.6,    439,    130,    143,    187,    115,    126,    365,    360,    438,    135,    147,    181,    113,    126,    361,    355,    146,     36,     30,     28,     26,     65,     76,    114,    13.7,     9.8,    20.5,    17.2,     9.0,     6.3,    15.0,    10.7,    14.0,    10.1,    21.0,    17.6,     9.2,     6.6,    15.6,    10.8,    33.4,    25.8,    49.2,    37.9,    33.2,    18.0,    42.8,    26.4,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 "
"BLACK SEA WHEAT FINANCIAL - CHICAGO BOARD OF TRADE",180605,2018-06-05,00160F,CBT ,00,001 ,   19290,    7860,     380,     200,   10980,   18450,   19040,   19030,     250,     260,   19290,    7860,     380,     200,   10980,   18450,   19040,   19030,     250,     260,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     340,      50,    -370,       0,     190,     660,     240,     290,     100,      50,  100.0,   40.7,    2.0,    1.0,   56.9,   95.6,   98.7,   98.7,    1.3,    1.3,  100.0,   40.7,    2.0,    1.0,   56.9,   95.6,   98.7,   98.7,    1.3,    1.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      4,      2,      1,      9,     13,     14,     15,     22,      4,      2,      1,      9,     13,     14,     15,      0,      0,      0,      0,      0,      0,      0,      0,    68.6,    70.1,    90.9,    86.5,    65.6,    54.2,    77.6,    70.6,    68.6,    70.1,    90.9,    86.5,    65.6,    54.2,    77.6,    70.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"50 Metric Tons","00160F","CBT ","001 "
"WHEAT-HRW - CHICAGO BOARD OF TRADE",180605,2018-06-05,001612,CBT ,00,001 ,  330723,   99196,   25474,   90449,  117955,  187169,  307600,  303092,   23124,   27631,  319589,   99152,   25174,   87275,  111085,  183168,  297512,  295617,   22076,   23972,   11135,    2606,    2863,     611,    6870,    4001,   10087,    7475,    1047,    3659,   12409,    5539,   -1543,    7638,    -875,    5674,   12302,   11769,     107,     640,  100.0,   30.0,    7.7,   27.3,   35.7,   56.6,   93.0,   91.6,    7.0,    8.4,  100.0,   31.0,    7.9,   27.3,   34.8,   57.3,   93.1,   92.5,    6.9,    7.5,  100.0,   23.4,   25.7,    5.5,   61.7,   35.9,   90.6,   67.1,    9.4,   32.9,    272,     97,     55,     96,     80,     95,    222,    212,    272,     99,     55,     95,     77,     94,    219,    210,     84,     15,     16,     10,     16,     48,     36,     69,    13.9,    19.9,    23.0,    30.2,     7.7,    14.0,    13.5,    19.8,    14.4,    20.5,    23.6,    30.6,     7.9,    16.1,    13.9,    22.1,    63.0,    27.9,    77.7,    39.2,    62.9,    26.8,    75.7,    36.2,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 "
"WHEAT-HRSpring - MINNEAPOLIS GRAIN EXCHANGE",180605,2018-06-05,001626,MGE ,00,001 ,   58641,   13479,   10776,    3297,   29608,   29464,   46384,   43537,   12257,   15104,   25069,    9244,    8215,     549,    9775,   11528,   19567,   20292,    5503,    4778,   33572,    5373,    3698,    1611,   19833,   17937,   26817,   23246,    6755,   10326,   -3773,   -2383,    2483,    -964,    -807,   -6248,   -4154,   -4729,     381,     956,  100.0,   23.0,   18.4,    5.6,   50.5,   50.2,   79.1,   74.2,   20.9,   25.8,  100.0,   36.9,   32.8,    2.2,   39.0,   46.0,   78.1,   80.9,   21.9,   19.1,  100.0,   16.0,   11.0,    4.8,   59.1,   53.4,   79.9,   69.2,   20.1,   30.8,     87,     25,     11,     12,     42,     33,     72,     52,     77,     22,     11,      6,     30,     24,     54,     39,     72,     12,     12,      7,     35,     31,     52,     45,    19.3,    27.9,    33.3,    42.4,    18.6,    23.4,    28.6,    37.6,    31.8,    44.5,    43.2,    55.9,    31.5,    43.7,    42.5,    54.7,    26.2,    29.4,    41.4,    43.2,    24.7,    28.7,    38.8,    42.5,"(CONTRACTS OF 5,000 BUSHELS)","001626","MGE ","001 "
"CORN - CHICAGO BOARD OF TRADE",180605,2018-06-05,002602,CBT ,00,002 , 2558208,  511247,  283610,  764802, 1052794, 1221453, 2328844, 2269865,  229364,  288343, 1427842,  352569,  338001,  412526,  540788,  575484, 1305882, 1326010,  121959,  101831, 1130367,  299057,   85988,  211898,  512007,  645969, 1022962,  943855,  107405,  186512,   47121,  -33165,   56174,   38073,   37653,  -38385,   42561,   55861,    4560,   -8740,  100.0,   20.0,   11.1,   29.9,   41.2,   47.7,   91.0,   88.7,    9.0,   11.3,  100.0,   24.7,   23.7,   28.9,   37.9,   40.3,   91.5,   92.9,    8.5,    7.1,  100.0,   26.5,    7.6,   18.7,   45.3,   57.1,   90.5,   83.5,    9.5,   16.5,    998,    282,    174,    301,    424,    444,    836,    813,    916,    231,    185,    211,    380,    384,    705,    690,    814,    201,    128,    156,    266,    411,    545,    626,    10.8,     8.7,    17.2,    14.5,     5.7,     5.0,     9.4,     8.9,     7.5,    10.1,    14.3,    17.6,     5.9,     8.7,    10.7,    13.6,    15.9,    10.1,    23.5,    16.8,     9.7,     6.4,    15.4,    11.3,"(CONTRACTS OF 5,000 BUSHELS)","002602","CBT ","002 "
"OATS - CHICAGO BOARD OF TRADE",180605,2018-06-05,004603,CBT ,00,004 ,    5457,    1177,    1051,     292,     959,    2159,    2427,    3502,    3030,    1955,    5457,    1177,    1051,     292,     959,    2159,    2427,    3502,    3030,    1955,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     249,      -8,    -183,      38,    -105,      10,     -75,    -134,     324,     383,  100.0,   21.6,   19.3,    5.4,   17.6,   39.6,   44.5,   64.2,   55.5,   35.8,  100.0,   21.6,   19.3,    5.4,   17.6,   39.6,   44.5,   64.2,   55.5,   35.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,      6,      8,      3,      6,      8,     13,     18,     24,      6,      8,      3,      6,      8,     13,     18,      0,      0,      0,      0,      0,      0,      0,      0,    28.7,    28.4,    40.6,    44.5,    25.5,    27.9,    36.6,    43.6,    28.7,    28.4,    40.6,    44.5,    25.5,    27.9,    36.6,    43.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 5,000 BUSHELS)","004603","CBT ","004 "
"SOYBEANS - CHICAGO BOARD OF TRADE",180605,2018-06-05,005602,CBT ,00,005 , 1105632,  191775,   96779,  294689,  557799,  596981, 1044263,  988449,   61369,  117183,  510379,  127774,   96814,  109123,  244548,  266571,  481445,  472508,   28934,   37871,  595253,  127963,   63927,  121604,  313251,  330410,  562818,  515942,   32435,   79312,    9344,  -27350,    9390,   27016,    7769,  -24084,    7435,   12323,    1909,   -2979,  100.0,   17.3,    8.8,   26.7,   50.5,   54.0,   94.4,   89.4,    5.6,   10.6,  100.0,   25.0,   19.0,   21.4,   47.9,   52.2,   94.3,   92.6,    5.7,    7.4,  100.0,   21.5,   10.7,   20.4,   52.6,   55.5,   94.6,   86.7,    5.4,   13.3,    724,    235,    155,    266,    226,    273,    582,    602,    639,    200,    146,    167,    167,    238,    432,    492,    628,    181,    151,    154,    179,    249,    442,    480,    12.2,    11.9,    20.5,    20.4,     8.2,     7.2,    12.5,    12.2,    13.5,    18.0,    21.4,    26.1,    10.6,    11.7,    17.6,    19.5,    16.7,    12.1,    25.7,    20.4,     9.9,     7.3,    15.6,    11.3,"(CONTRACTS OF 5,000 BUSHELS)","005602","CBT ","005 "
"MINI SOYBEANS - CHICAGO BOARD OF TRADE",180605,2018-06-05,005603,CBT ,00,005 ,   32069,   15981,    3398,     584,     626,    8793,   17191,   12775,   14878,   19294,    6427,    4558,     440,     465,     626,    1731,    5649,    2636,     778,    3791,   25642,   11423,    2958,     119,       0,    7062,   11542,   10139,   14100,   15503,    -152,    -245,    -617,       5,       0,     258,    -240,    -354,      88,     202,  100.0,   49.8,   10.6,    1.8,    2.0,   27.4,   53.6,   39.8,   46.4,   60.2,  100.0,   70.9,    6.8,    7.2,    9.7,   26.9,   87.9,   41.0,   12.1,   59.0,  100.0,   44.5,   11.5,    0.5,    0.0,   27.5,   45.0,   39.5,   55.0,   60.5,     31,      4,      8,      4,      2,     19,      7,     30,     30,      4,      7,      2,      2,     19,      7,     27,     31,      4,      8,      3,      0,     19,      4,     30,    51.7,    15.1,    53.6,    22.5,    49.8,    15.1,    51.1,    22.5,    78.1,    25.3,    87.9,    33.8,    74.0,    21.1,    80.4,    27.5,    45.0,    15.8,    45.0,    23.4,    44.5,    15.8,    44.5,    23.4,"(Contracts of 1,000 Bushels)","005603","CBT ","005 "
"NJ SRECS VINTAGE 2018 - ICE FUTURES ENERGY DIV",180605,2018-06-05,00639X,IFED,01,006 ,   40241,    7860,   27001,     550,   31831,   12690,   40241,   40241,       0,       0,   40241,    7860,   27001,     550,   31831,   12690,   40241,   40241,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -491,       0,       0,       0,    -491,    -491,    -491,    -491,       0,       0,  100.0,   19.5,   67.1,    1.4,   79.1,   31.5,  100.0,  100.0,    0.0,    0.0,  100.0,   19.5,   67.1,    1.4,   79.1,   31.5,  100.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     29,      4,     11,      1,     12,      7,     17,     18,     29,      4,     11,      1,     12,      7,     17,     18,      0,      0,      0,      0,      0,      0,      0,      0,    69.7,    63.4,    93.8,    90.0,    69.7,    62.9,    93.8,    88.0,    69.7,    63.4,    93.8,    90.0,    69.7,    62.9,    93.8,    88.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(10 SRECs)","00639X","IFED","006 "
"CALIF CARBON ALL VINTAGE 2017 - ICE FUTURES ENERGY DIV",180605,2018-06-05,00639Y,IFED,01,006 ,   30219,    1960,    5295,      50,   28193,   24874,   30203,   30219,      16,       0,   30219,    1960,    5295,      50,   28193,   24874,   30203,   30219,      16,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      43,    1300,     150,       0,   -1257,    -107,      43,      43,       0,       0,  100.0,    6.5,   17.5,    0.2,   93.3,   82.3,   99.9,  100.0,    0.1,    0.0,  100.0,    6.5,   17.5,    0.2,   93.3,   82.3,   99.9,  100.0,    0.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      5,      5,      1,      8,     10,     14,     15,     22,      5,      5,      1,      8,     10,     14,     15,      0,      0,      0,      0,      0,      0,      0,      0,    77.1,    66.7,    97.0,    94.6,    69.9,    58.8,    83.1,    81.8,    77.1,    66.7,    97.0,    94.6,    69.9,    58.8,    83.1,    81.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1,000 california carbon allowances","00639Y","IFED","006 "
