"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE","190716","2019-07-16","090741","CME","00","090","182946","11966","95015","1802","57664","9406","3225","39092","35500","8784","17592","7653","0","140125","161385","42821","21561","18104","-1359","16842","285","11576","1484","-314","7544","686","116","-3143","519","0","14705","19618","3399","-1514","100.0","6.5","51.9","1.0","31.5","5.1","1.8","21.4","19.4","4.8","9.6","4.2","0.0","76.6","88.2","23.4","11.8","103","6","7",".","23","10","7","20","21","11","12","4","0","75","49","28.1","48.7","38.2","62.5","28.0","47.4","36.5","60.3","(CONTRACTS OF CAD 100,000)","090741","CME","090","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","190716","2019-07-16","092741","CME","00","092","52203","23273","4866","746","984","13080","861","15586","11353","310","931","818","0","42691","32034","9512","20169","359","2333","781","-194","-468","-622","-5","-728","66","-7","0","0","0","931","19","-572","340","100.0","44.6","9.3","1.4","1.9","25.1","1.6","29.9","21.7","0.6","1.8","1.6","0.0","81.8","61.4","18.2","38.6","41","4","6",".",".","12",".","7","9",".",".",".","0","17","30","60.3","25.3","74.1","34.4","59.7","25.3","73.5","34.4","(CONTRACTS OF CHF 125,000)","092741","CME","092","F10","FutOnly"
"BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE","190716","2019-07-16","096742","CME","00","096","253464","128705","4208","473","54088","123450","5487","27474","59336","8869","4065","7351","0","229161","209174","24303","44290","6416","4724","-1114","-17","-635","6556","1562","-315","-1052","-111","-1388","-154","0","3820","5670","2596","746","100.0","50.8","1.7","0.2","21.3","48.7","2.2","10.8","23.4","3.5","1.6","2.9","0.0","90.4","82.5","9.6","17.5","135","10","6","4","14","32","9","23","44","17",".",".","0","62","103","51.5","23.5","63.4","35.4","51.3","23.4","62.6","35.0","(CONTRACTS OF GBP 62,500)","096742","CME","096","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE","190716","2019-07-16","097741","CME","00","097","130304","6367","32961","541","40917","34417","9404","35550","19319","4238","6730","4607","0","103747","105487","26557","24817","-5433","-2612","-4278","5","-328","-741","796","-3311","921","-590","669","1089","0","-5371","-2798","-62","-2635","100.0","4.9","25.3","0.4","31.4","26.4","7.2","27.3","14.8","3.3","5.2","3.5","0.0","79.6","81.0","20.4","19.0","117","4","9",".","27","20","14","27","22","16",".","6","0","74","75","23.0","30.2","33.4","42.9","22.3","29.1","30.6","41.7","(CONTRACTS OF JPY 12,500,000)","097741","CME","097","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE","190716","2019-07-16","099741","CME","00","099","535848","36780","138651","2159","310748","161311","30949","37455","126557","6600","24974","10636","144","449809","477007","86039","58841","14469","441","2290","-469","3689","5907","-522","5634","3105","-310","5427","1186","-106","13784","11081","685","3388","100.0","6.9","25.9","0.4","58.0","30.1","5.8","7.0","23.6","1.2","4.7","2.0","0.0","83.9","89.0","16.1","11.0","275","18","13","11","88","36","44","34","49","16","21","16",".","184","165","17.4","28.3","27.8","43.8","16.8","28.1","26.8","43.4","(CONTRACTS OF EUR 125,000)","099741","CME","099","F10","FutOnly"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE","190716","2019-07-16","232741","CME","00","232","157734","66139","16347","1084","16731","41202","3622","36373","52631","3816","2938","5058","0","130703","123760","27031","33974","-1060","168","5565","-658","894","-2551","292","-75","4828","-286","0","-3189","0","335","4001","-1395","-5061","100.0","41.9","10.4","0.7","10.6","26.1","2.3","23.1","33.4","2.4","1.9","3.2","0.0","82.9","78.5","17.1","21.5","96","8","7",".","12","16","11","19","30","11",".",".","0","51","70","49.5","29.1","63.1","41.6","48.3","28.9","60.4","41.3","(CONTRACTS OF AUD 100,000)","232741","CME","232","F10","FutOnly"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE","190716","2019-07-16","299741","CME","00","099","26917","466","10100","0","9708","5448","2414","518","2084","0","0","589","2","13108","20637","13809","6280","671","466","381","0","16","-279","33","0","-116","0","0","0","0","515","19","156","652","100.0","1.7","37.5","0.0","36.1","20.2","9.0","1.9","7.7","0.0","0.0","2.2","0.0","48.7","76.7","51.3","23.3","23",".",".","0","13","4","9",".",".","0","0",".",".","20","13","19.2","56.2","31.2","72.9","16.6","53.0","28.1","67.7","(CONTRACTS OF EUR 125,000)","299741","CME","099","F10","FutOnly"
"EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE","190716","2019-07-16","399741","CME","00","099","27653","3936","4472","564","6882","11068","2296","7228","940","2","0","2697","33","20941","22072","6712","5581","797","-3","7","-7","-602","5","1","635","-10","2","0","160","0","26","158","771","639","100.0","14.2","16.2","2.0","24.9","40.0","8.3","26.1","3.4","0.0","0.0","9.8","0.1","75.7","79.8","24.3","20.2","22",".",".",".","5","8","8",".",".",".","0",".",".","17","16","49.1","43.7","66.8","64.3","48.7","39.8","63.4","57.4","(CONTRACTS OF EUR 125,000)","399741","CME","099","F10","FutOnly"
"RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE","190716","2019-07-16","089741","CME","00","089","75219","0","49264","0","65185","0","0","6677","24291","0","797","820","0","72659","74375","2560","844","-2264","0","-246","0","-3864","0","0","1101","-1935","0","398","-50","0","-2365","-2231","101","-33","100.0","0.0","65.5","0.0","86.7","0.0","0.0","8.9","32.3","0.0","1.1","1.1","0.0","96.6","98.9","3.4","1.1","43","0","6","0","10","0","0","14","8","0",".",".","0","27","16","81.8","77.2","89.2","95.3","81.8","77.2","89.2","95.3","(CONTRACTS OF RUB 2,500,000)","089741","CME","089","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE","190716","2019-07-16","095741","CME","00","095","225725","1175","152336","800","123569","18322","12","85968","33488","698","5730","17220","0","217952","222876","7773","2849","-18509","1025","-4705","0","-17428","5115","-91","-5110","-18685","326","1819","-723","0","-19459","-18763","950","254","100.0","0.5","67.5","0.4","54.7","8.1","0.0","38.1","14.8","0.3","2.5","7.6","0.0","96.6","98.7","3.4","1.3","171",".","8",".","33","9",".","56","31","7","17","14","0","113","68","45.1","65.8","60.9","78.2","45.1","65.8","60.8","78.0","(CONTRACTS OF MXN 500,000)","095741","CME","095","F15","FutOnly"
