"WHEAT-SRW - CHICAGO BOARD OF TRADE",180327,2018-03-27,001602,CBT ,00,001 ,  623639,  133054,  172730,  218501,  237673,  187355,  589228,  578586,   34411,   45053,  270839,  106291,  146145,   60274,   87113,   47965,  253678,  254384,   17162,   16455,  352800,   93868,   93689,   91123,  150560,  139390,  335551,  324202,   17249,   28598,   10114,    4739,   20049,   -9813,   18340,     348,   13266,   10584,   -3152,    -471,  100.0,   21.3,   27.7,   35.0,   38.1,   30.0,   94.5,   92.8,    5.5,    7.2,  100.0,   39.2,   54.0,   22.3,   32.2,   17.7,   93.7,   93.9,    6.3,    6.1,  100.0,   26.6,   26.6,   25.8,   42.7,   39.5,   95.1,   91.9,    4.9,    8.1,    453,    128,    161,    171,    117,    125,    352,    370,    379,    124,    126,     80,     89,     87,    246,    261,    364,     96,    130,    103,     92,    113,    259,    279,    13.9,     9.3,    21.7,    16.5,     9.9,     6.4,    16.4,    11.0,    15.2,    17.0,    23.6,    27.7,    13.4,    14.4,    21.3,    24.6,    20.4,    14.1,    30.1,    24.0,    18.1,    11.0,    26.8,    18.2,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 "
"WHEAT-HRW - CHICAGO BOARD OF TRADE",180327,2018-03-27,001612,CBT ,00,001 ,  304207,   78530,   39441,   77558,  124485,  160052,  280572,  277051,   23635,   27156,  116710,   56110,   40718,   12455,   39186,   54954,  107751,  108128,    8958,    8582,  187497,   48500,   24802,   39023,   85299,  105099,  172821,  168924,   14676,   18574,    5530,    -697,    6002,     998,    4350,    -373,    4651,    6627,     879,   -1097,  100.0,   25.8,   13.0,   25.5,   40.9,   52.6,   92.2,   91.1,    7.8,    8.9,  100.0,   48.1,   34.9,   10.7,   33.6,   47.1,   92.3,   92.6,    7.7,    7.4,  100.0,   25.9,   13.2,   20.8,   45.5,   56.1,   92.2,   90.1,    7.8,    9.9,    270,     98,     50,     88,     81,     92,    216,    206,    239,     78,     56,     31,     60,     67,    152,    141,    218,     65,     48,     58,     65,     84,    160,    163,    14.8,    19.2,    22.9,    27.5,     7.9,    12.8,    13.7,    19.3,    19.7,    20.1,    30.2,    31.7,    19.4,    20.1,    29.8,    31.7,    20.7,    28.6,    29.3,    37.4,    18.2,    22.4,    25.4,    29.3,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 "
"WHEAT-HRSpring - MINNEAPOLIS GRAIN EXCHANGE",180327,2018-03-27,001626,MGE ,00,001 ,   63388,   13667,   11839,    3642,   33605,   34347,   50914,   49828,   12474,   13560,   46385,   13902,    9764,    2449,   21342,   26735,   37693,   38947,    8691,    7438,   17003,     338,    2649,     620,   12263,    7613,   13220,   10881,    3783,    6123,    2605,    1069,    1117,     398,    1984,    1694,    3451,    3208,    -846,    -603,  100.0,   21.6,   18.7,    5.7,   53.0,   54.2,   80.3,   78.6,   19.7,   21.4,  100.0,   30.0,   21.0,    5.3,   46.0,   57.6,   81.3,   84.0,   18.7,   16.0,  100.0,    2.0,   15.6,    3.6,   72.1,   44.8,   77.8,   64.0,   22.2,   36.0,     96,     22,     16,     15,     48,     38,     80,     61,     94,     25,     12,     13,     44,     32,     75,     52,     57,      5,      9,      6,     28,     27,     37,     38,    21.6,    26.5,    33.4,    42.8,    17.7,    24.7,    26.2,    36.6,    25.0,    33.2,    35.8,    51.1,    21.3,    30.5,    30.8,    45.6,    40.9,    22.8,    57.3,    35.1,    40.9,    22.6,    57.3,    34.6,"(CONTRACTS OF 5,000 BUSHELS)","001626","MGE ","001 "
"CORN - CHICAGO BOARD OF TRADE",180327,2018-03-27,002602,CBT ,00,002 , 2315457,  502162,  274659,  619259,  979954, 1135799, 2101374, 2029717,  214083,  285740, 1664270,  416451,  328080,  403795,  691832,  779867, 1512078, 1511743,  152192,  152527,  651187,  188385,   49253,  112790,  288122,  355932,  589297,  517975,   61891,  133213,    4845,  -61303,   35417,    1268,   50706,  -26212,   -9329,   10474,   14174,   -5629,  100.0,   21.7,   11.9,   26.7,   42.3,   49.1,   90.8,   87.7,    9.2,   12.3,  100.0,   25.0,   19.7,   24.3,   41.6,   46.9,   90.9,   90.8,    9.1,    9.2,  100.0,   28.9,    7.6,   17.3,   44.2,   54.7,   90.5,   79.5,    9.5,   20.5,    911,    242,    168,    278,    377,    410,    758,    743,    874,    223,    177,    235,    356,    379,    691,    685,    653,    139,    106,    108,    193,    347,    389,    511,    12.6,    10.8,    19.2,    16.2,     6.7,     5.8,    11.4,    10.1,    11.3,    13.0,    18.4,    18.6,     9.7,    11.3,    15.7,    16.0,    20.5,    11.6,    29.8,    18.7,    17.3,     8.5,    25.9,    14.3,"(CONTRACTS OF 5,000 BUSHELS)","002602","CBT ","002 "
"OATS - CHICAGO BOARD OF TRADE",180327,2018-03-27,004603,CBT ,00,004 ,    6453,    1507,    1142,     399,    1114,    3350,    3020,    4891,    3433,    1562,    4683,    1524,    1134,      61,     550,    2410,    2136,    3605,    2548,    1078,    1770,     239,     264,      82,     564,     940,     885,    1286,     885,     484,     687,    -235,     731,     204,     163,    -166,     133,     770,     554,     -83,  100.0,   23.4,   17.7,    6.2,   17.3,   51.9,   46.8,   75.8,   53.2,   24.2,  100.0,   32.5,   24.2,    1.3,   11.7,   51.5,   45.6,   77.0,   54.4,   23.0,  100.0,   13.5,   14.9,    4.6,   31.9,   53.1,   50.0,   72.7,   50.0,   27.3,     31,      8,     11,      7,      8,      8,     20,     23,     30,     10,     10,      3,      6,      6,     16,     19,     16,      4,      4,      5,      4,      7,     10,     14,    27.0,    41.9,    36.0,    58.3,    27.0,    40.7,    34.0,    55.0,    30.4,    48.1,    39.1,    62.9,    30.4,    47.6,    39.1,    62.4,    42.4,    50.9,    49.6,    69.7,    41.4,    50.7,    43.5,    65.6,"(CONTRACTS OF 5,000 BUSHELS)","004603","CBT ","004 "
"SOYBEANS - CHICAGO BOARD OF TRADE",180327,2018-03-27,005602,CBT ,00,005 , 1057007,  262550,   78802,  243680,  497913,  597731, 1004142,  920212,   52866,  136795,  752202,  215182,   81599,  164743,  336251,  437171,  716176,  683512,   36026,   68690,  304805,   73092,   22928,   53212,  161662,  160560,  287966,  236701,   16839,   68105,   11648,   -9655,    2684,    1815,   21096,    5951,   13256,   10450,   -1608,    1198,  100.0,   24.8,    7.5,   23.1,   47.1,   56.5,   95.0,   87.1,    5.0,   12.9,  100.0,   28.6,   10.8,   21.9,   44.7,   58.1,   95.2,   90.9,    4.8,    9.1,  100.0,   24.0,    7.5,   17.5,   53.0,   52.7,   94.5,   77.7,    5.5,   22.3,    680,    208,    148,    240,    208,    280,    524,    574,    653,    162,    178,    189,    180,    265,    452,    531,    510,    134,    108,    108,    135,    230,    322,    397,    12.9,    12.0,    19.9,    19.6,    11.5,     6.8,    16.5,    12.1,    15.4,    15.1,    23.0,    23.1,    14.6,    10.8,    21.3,    17.9,    16.2,    10.7,    25.3,    17.6,    11.8,     7.1,    18.3,    11.7,"(CONTRACTS OF 5,000 BUSHELS)","005602","CBT ","005 "
"MINI SOYBEANS - CHICAGO BOARD OF TRADE",180327,2018-03-27,005603,CBT ,00,005 ,   31021,   23778,    3272,     851,     879,    7362,   25508,   11485,    5513,   19536,   11067,    8253,     973,     621,     877,    2609,    9751,    4203,    1316,    6864,   19954,   15713,    2487,      42,       2,    4753,   15757,    7282,    4197,   12672,      68,     431,      17,     -34,     -30,     480,     367,     463,    -299,    -395,  100.0,   76.7,   10.5,    2.7,    2.8,   23.7,   82.2,   37.0,   17.8,   63.0,  100.0,   74.6,    8.8,    5.6,    7.9,   23.6,   88.1,   38.0,   11.9,   62.0,  100.0,   78.7,   12.5,    0.2,    0.0,   23.8,   79.0,   36.5,   21.0,   63.5,     27,      6,      7,      4,      2,     14,      8,     25,     26,      5,      7,      3,      2,     14,      8,     23,     26,      5,      7,      3,      1,     14,      6,     24,    75.9,    16.2,    82.2,    23.3,    73.9,    16.2,    78.9,    22.9,    78.1,    20.9,    88.1,    28.4,    72.8,    18.1,    82.3,    24.6,    78.9,    17.8,    79.0,    25.3,    78.7,    17.8,    78.7,    25.3,"(Contracts of 1,000 Bushels)","005603","CBT ","005 "
"SOYBEAN CSO - CHICAGO BOARD OF TRADE",180327,2018-03-27,005606,CBT ,00,005 ,    5361,    2684,    1115,    1127,    1138,    2893,    4950,    5135,     412,     226,    5355,    2691,    1115,    1120,    1138,    2893,    4950,    5129,     405,     226,       6,       0,       6,       0,       0,       0,       0,       6,       6,       0,     332,     156,     -11,      93,      28,     243,     278,     324,      54,       8,  100.0,   50.1,   20.8,   21.0,   21.2,   54.0,   92.3,   95.8,    7.7,    4.2,  100.0,   50.2,   20.8,   20.9,   21.3,   54.0,   92.4,   95.8,    7.6,    4.2,  100.0,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,    0.0,     26,      6,      8,      8,      6,     12,     15,     25,     26,      6,      8,      8,      6,     12,     15,     25,      3,      0,      3,      0,      0,      0,      0,      3,    61.8,    30.3,    80.2,    51.3,    46.6,    22.4,    51.5,    36.0,    61.9,    30.3,    80.3,    51.3,    46.8,    22.4,    51.7,    36.1,     0.0,   100.0,     0.0,   100.0,     0.0,   100.0,     0.0,   100.0,"(CONTRACTS OF 5,000 BUSHELS)","005606","CBT ","005 "
"NJ SRECS VINTAGE 2018 - ICE FUTURES ENERGY DIV",180327,2018-03-27,00639X,IFED,01,006 ,   45114,   11115,   22073,       0,   33999,   23041,   45114,   45114,       0,       0,   45114,   11115,   22073,       0,   33999,   23041,   45114,   45114,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     200,     -60,       0,    -200,      60,       0,       0,       0,       0,  100.0,   24.6,   48.9,    0.0,   75.4,   51.1,  100.0,  100.0,    0.0,    0.0,  100.0,   24.6,   48.9,    0.0,   75.4,   51.1,  100.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     28,      4,     11,      0,     10,      6,     14,     17,     28,      4,     11,      0,     10,      6,     14,     17,      0,      0,      0,      0,      0,      0,      0,      0,    66.9,    61.1,    91.0,    87.8,    66.9,    60.1,    91.0,    85.0,    66.9,    61.1,    91.0,    87.8,    66.9,    60.1,    91.0,    85.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(10 SRECs)","00639X","IFED","006 "
"CALIF CARBON ALL VINTAGE 2017 - ICE FUTURES ENERGY DIV",180327,2018-03-27,00639Y,IFED,01,006 ,   36058,     710,    6963,      46,   35276,   29049,   36032,   36058,      26,       0,   36058,     710,    6963,      46,   35276,   29049,   36032,   36058,      26,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -4292,     -58,   -2045,      41,   -4283,   -2288,   -4300,   -4292,       8,       0,  100.0,    2.0,   19.3,    0.1,   97.8,   80.6,   99.9,  100.0,    0.1,    0.0,  100.0,    2.0,   19.3,    0.1,   97.8,   80.6,   99.9,  100.0,    0.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      5,      5,      1,      8,      9,     14,     14,     22,      5,      5,      1,      8,      9,     14,     14,      0,      0,      0,      0,      0,      0,      0,      0,    87.4,    67.5,    98.0,    94.0,    82.0,    64.0,    89.7,    87.5,    87.4,    67.5,    98.0,    94.0,    82.0,    64.0,    89.7,    87.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1,000 california carbon allowances","00639Y","IFED","006 "
